City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Sergeyevka,KZ,2020-05-06 03:16:19,53.88,67.42,56.52,40,0,11.36
308,Souillac,MU,2020-05-06 03:16:19,-20.52,57.52,73.4,94,75,3.36
309,Pochutla,MX,2020-05-06 03:16:20,15.74,-96.47,82.99,69,100,4.18
310,Oroville,US,2020-05-06 03:16:20,39.51,-121.56,84.2,14,1,12.75
311,Baishishan,CN,2020-05-06 03:16:21,43.58,127.57,60.13,34,0,6.93
312,Gazli,UZ,2020-05-06 03:16:21,40.13,63.45,68.86,54,0,6.06
313,Saquena,PE,2020-05-06 03:16:21,-4.67,-73.52,75.6,84,94,0.94
314,Maniitsoq,GL,2020-05-06 03:16:22,65.42,-52.9,31.84,91,91,6.49
315,Leczyca,PL,2020-05-06 03:16:22,52.06,19.2,41.0,94,100,5.99
316,Sheridan,US,2020-05-06 03:16:22,44.83,-106.92,50.0,52,1,2.35
317,Khatanga,RU,2020-05-06 03:16:23,71.97,102.5,9.79,90,0,15.01
318,Tombouctou,ML,2020-05-06 03:16:23,20.0,-3.0,90.5,11,63,11.9
319,Pevek,RU,2020-05-06 03:12:40,69.7,170.31,25.45,88,92,2.93
320,Jacareacanga,BR,2020-05-06 03:16:24,-6.22,-57.75,75.65,96,100,1.43
321,Epe,NG,2020-05-06 03:16:24,6.58,3.98,79.52,91,0,4.21
322,Amasia,TR,2020-05-06 03:16:24,40.65,35.83,50.0,93,40,1.12
323,Kodinar,IN,2020-05-06 03:16:25,20.79,70.7,86.92,53,0,13.69
324,Jishou,CN,2020-05-06 03:16:26,28.32,109.72,67.12,89,99,4.54
325,Axim,GH,2020-05-06 03:16:26,4.87,-2.24,80.55,87,0,5.44
326,Kodiak,US,2020-05-06 03:16:26,57.79,-152.41,43.12,83,100,19.1
327,Abancay,PE,2020-05-06 03:12:02,-13.63,-72.88,55.81,68,100,0.65
328,Maloy,NO,2020-05-06 03:16:26,61.94,5.11,45.0,93,100,13.87
329,Trairi,BR,2020-05-06 03:16:27,-3.28,-39.27,76.71,92,26,7.76
330,Omboue,GA,2020-05-06 03:16:27,-1.57,9.26,77.59,94,52,4.9
331,Guerrero Negro,MX,2020-05-06 03:16:27,27.98,-114.06,68.7,68,0,16.13
332,Auki,SB,2020-05-06 03:16:27,-8.77,160.7,85.59,64,73,5.06
333,Lyngseidet,NO,2020-05-06 03:16:28,69.58,20.22,37.4,88,75,24.16
334,Lempaala,FI,2020-05-06 03:16:28,61.32,23.75,33.01,92,98,1.12
335,Bozoum,CF,2020-05-06 03:16:28,6.32,16.38,68.63,90,100,4.88
336,Palmer,US,2020-05-06 03:16:28,42.16,-72.33,45.0,60,1,5.82
337,Quang Ngai,VN,2020-05-06 03:16:29,15.12,108.8,92.71,43,7,8.05
338,Biltine,TD,2020-05-06 03:16:29,14.53,20.92,85.82,14,75,16.35
339,Belaya Gora,RU,2020-05-06 03:13:22,68.53,146.42,27.81,96,91,4.12
340,Puerto Cabezas,NI,2020-05-06 03:16:30,14.04,-83.39,79.63,85,98,7.85
341,Ceatalchioi,RO,2020-05-06 03:16:30,45.29,28.79,48.2,87,62,2.24
342,Faanui,PF,2020-05-06 03:16:31,-16.48,-151.75,82.54,74,4,9.64
343,Kamenka,RU,2020-05-06 03:16:31,51.32,42.77,57.0,95,94,11.9
344,Barranca,PE,2020-05-06 03:16:32,-10.75,-77.77,66.0,87,89,2.91
345,Dongsheng,CN,2020-05-06 03:16:32,39.82,109.98,68.05,24,100,26.13
346,Gamba,GA,2020-05-06 03:16:32,-2.65,10.0,76.89,94,54,2.66
347,Basco,PH,2020-05-06 03:16:32,20.45,121.97,82.71,77,51,12.48
348,Lemon Tree Passage,AU,2020-05-06 03:16:33,-32.73,152.04,71.01,77,20,11.41
349,Hami,CN,2020-05-06 03:16:33,42.8,93.45,66.79,31,100,16.04
350,Norsup,VU,2020-05-06 03:16:33,-16.07,167.38,77.61,81,100,10.29
351,Shenxian,CN,2020-05-06 03:16:33,36.24,115.67,76.87,35,0,6.64
352,Tiarei,PF,2020-05-06 03:16:34,-17.53,-149.33,80.6,83,53,2.24
353,Urengoy,RU,2020-05-06 03:16:34,65.97,78.37,33.37,99,100,5.61
354,Emerald,AU,2020-05-06 03:16:34,-23.53,148.17,79.0,36,0,10.29
355,Mokhsogollokh,RU,2020-05-06 03:16:35,61.47,128.92,49.53,49,58,4.43
356,Kutum,SD,2020-05-06 03:16:35,14.2,24.67,71.42,22,17,14.27
357,Bamberg,DE,2020-05-06 03:16:36,49.88,10.89,39.99,64,77,2.66
358,Ipora,BR,2020-05-06 03:16:36,-16.44,-51.12,67.51,84,96,1.23
359,Bucerias,MX,2020-05-06 03:16:36,20.75,-105.33,78.8,83,75,5.82
360,Marienburg,PL,2020-05-06 03:16:37,54.04,19.03,44.01,100,32,13.15
361,Shingu,JP,2020-05-06 03:16:37,33.73,135.98,73.4,78,75,5.82
362,Katsuura,JP,2020-05-06 03:16:37,35.13,140.3,66.99,93,75,10.29
363,Rocha,UY,2020-05-06 03:16:37,-34.48,-54.33,53.87,81,87,19.08
364,Scottsbluff,US,2020-05-06 03:16:38,41.87,-103.67,50.0,53,1,5.82
365,Elko,US,2020-05-06 03:14:11,41.0,-115.5,71.6,10,1,5.82
366,Leeton,AU,2020-05-06 03:16:39,-34.57,146.4,73.0,63,83,4.7
367,Goianinha,BR,2020-05-06 03:16:40,-6.26,-35.21,77.0,94,40,3.36
368,Porto Walter,BR,2020-05-06 03:16:40,-8.27,-72.74,75.94,83,56,1.72
369,Jumla,NP,2020-05-06 03:16:40,29.27,82.18,57.25,49,9,3.33
370,Keetmanshoop,NA,2020-05-06 03:16:40,-26.58,18.13,64.62,26,0,10.85
371,Bandarbeyla,SO,2020-05-06 03:16:41,9.49,50.81,82.83,72,1,4.12
372,Larreynaga,NI,2020-05-06 03:16:42,12.68,-86.57,84.07,57,100,1.03
373,Spirit River,CA,2020-05-06 03:16:42,55.78,-118.84,51.8,43,20,5.82
374,Lorengau,PG,2020-05-06 03:16:43,-2.02,147.27,83.37,81,80,11.05
375,Diego De Almagro,CL,2020-05-06 03:16:43,-26.37,-70.05,56.01,53,0,3.06
376,Samarinda,ID,2020-05-06 03:16:43,-0.5,117.15,92.71,56,50,2.64
377,Kavieng,PG,2020-05-06 03:16:43,-2.57,150.8,83.95,75,99,5.48
378,Pandan Niog,PH,2020-05-06 03:16:44,6.23,120.56,84.63,70,14,5.21
379,San Alberto,CO,2020-05-06 03:16:44,7.76,-73.39,77.76,79,100,5.06
380,Curaca,BR,2020-05-06 03:16:44,-8.99,-39.91,74.43,78,99,12.24
381,Bargi,IN,2020-05-06 03:16:44,22.98,79.87,92.64,23,13,7.52
382,Delmas,ZA,2020-05-06 03:16:45,-26.15,28.68,48.99,87,0,2.24
383,Port Hedland,AU,2020-05-06 03:16:46,-20.32,118.57,87.8,16,0,5.82
384,Chumphon,TH,2020-05-06 03:16:46,10.33,98.83,89.6,70,20,3.36
385,Clyde River,CA,2020-05-06 03:16:46,70.47,-68.59,6.8,84,1,6.93
386,Mabaruma,GY,2020-05-06 03:16:47,8.2,-59.78,78.71,81,100,5.08
387,Moose Factory,CA,2020-05-06 03:16:47,51.26,-80.61,30.2,80,90,2.24
388,Oranjestad,AW,2020-05-06 03:16:47,12.52,-70.03,80.6,83,20,18.34
389,Balkanabat,TM,2020-05-06 03:16:47,39.51,54.37,78.26,29,74,22.15
390,Saint Pete Beach,US,2020-05-06 03:14:17,27.73,-82.74,75.2,78,1,9.89
391,Parole,US,2020-05-06 03:16:48,38.98,-76.53,51.01,81,90,5.82
392,Cockburn Town,TC,2020-05-06 03:16:48,21.46,-71.14,79.84,81,7,15.48
393,Rongcheng,CN,2020-05-06 03:16:48,30.63,117.85,77.0,90,92,6.76
394,Beboto,TD,2020-05-06 03:16:49,8.27,16.94,74.43,78,77,6.64
395,Ivankiv,UA,2020-05-06 03:16:49,50.94,29.89,50.0,100,20,4.47
396,Aquiraz,BR,2020-05-06 03:16:49,-3.9,-38.39,78.8,83,20,8.05
397,Asfi,MA,2020-05-06 03:16:49,32.3,-9.24,63.45,78,98,17.07
398,Saint Albans,GB,2020-05-06 03:15:36,51.75,-0.33,39.0,93,3,6.93
399,Plettenberg Bay,ZA,2020-05-06 03:16:50,-34.05,23.37,60.35,80,8,4.85
400,Bourail,NC,2020-05-06 03:16:50,-21.57,165.48,69.6,79,100,5.5
401,Port Blair,IN,2020-05-06 03:12:27,11.67,92.75,86.85,66,82,5.95
402,Sungaipenuh,ID,2020-05-06 03:12:05,-2.08,101.38,77.59,68,65,2.89
403,Erdenet,MN,2020-05-06 03:16:51,49.03,104.08,38.35,80,100,11.86
404,Sawakin,SD,2020-05-06 03:16:51,19.11,37.33,79.32,56,2,5.35
405,Santarem,BR,2020-05-06 03:13:59,-2.44,-54.71,77.0,100,75,20.8
406,New Milford,US,2020-05-06 03:15:29,40.93,-74.02,57.0,34,1,5.82
407,Inirida,CO,2020-05-06 03:16:52,3.87,-67.92,75.31,94,80,0.65
408,Esperance,AU,2020-05-06 03:16:52,-33.87,121.9,57.2,54,75,31.09
409,Abapo,BO,2020-05-06 03:16:53,-18.83,-63.47,66.92,99,100,5.21
410,Yenagoa,NG,2020-05-06 03:16:53,4.92,6.26,77.77,92,5,3.47
411,Aketi,CD,2020-05-06 03:16:53,2.74,23.78,70.75,97,100,0.98
412,Yerbogachen,RU,2020-05-06 03:16:53,61.28,108.01,41.41,79,100,14.92
413,Batemans Bay,AU,2020-05-06 03:16:53,-35.72,150.18,68.0,66,100,3.02
414,San Isidro,PE,2020-05-06 03:16:54,-12.12,-77.05,66.2,88,74,5.82
415,Semporna,MY,2020-05-06 03:16:54,4.48,118.61,78.8,94,20,3.36
416,Yanji,CN,2020-05-06 03:16:54,42.91,129.51,64.9,28,0,7.2
417,Brae,GB,2020-05-06 03:16:54,60.4,-1.35,48.2,76,98,13.87
418,Chernyshevskiy,RU,2020-05-06 03:16:55,63.01,112.47,48.27,74,100,8.12
419,Tisul,RU,2020-05-06 03:16:55,55.76,88.31,46.56,56,66,13.42
420,Hammerfest,NO,2020-05-06 03:16:55,70.66,23.68,39.2,91,40,17.22
421,Presidencia Roque Saenz Pena,AR,2020-05-06 03:16:55,-26.79,-60.44,56.64,67,49,10.78
422,Praia,CV,2020-05-06 03:16:55,14.92,-23.51,71.6,78,0,18.34
423,Vanavara,RU,2020-05-06 03:16:56,60.34,102.28,36.0,94,100,6.82
424,Camacha,PT,2020-05-06 03:16:56,33.08,-16.33,62.6,82,98,1.12
425,Kilindoni,TZ,2020-05-06 03:16:56,-7.91,39.67,80.98,77,100,19.08
426,Cap Malheureux,MU,2020-05-06 03:16:56,-19.98,57.61,75.0,87,10,1.99
427,Rio Grande,BR,2020-05-06 03:16:26,-32.03,-52.1,55.0,75,3,5.01
428,Broken Hill,AU,2020-05-06 03:16:57,-31.95,141.43,69.8,26,100,16.11
429,Ambon,ID,2020-05-06 03:16:57,-3.7,128.18,85.33,72,47,3.09
430,Lata,PT,2020-05-06 03:16:57,40.16,-8.33,59.0,90,3,2.3
431,Tougue,GN,2020-05-06 03:16:57,11.47,-11.6,75.54,74,64,6.46
432,Can,TR,2020-05-06 03:16:57,40.03,27.05,51.03,80,0,2.8
433,Grootfontein,NA,2020-05-06 03:16:58,-19.57,18.12,54.73,46,0,6.42
434,Pasaco,GT,2020-05-06 03:16:58,13.98,-90.21,80.82,73,97,1.77
435,Tam Ky,VN,2020-05-06 03:16:58,15.57,108.48,93.2,59,20,5.82
436,Gilgit,PK,2020-05-06 03:16:58,35.92,74.31,54.57,47,100,0.6
437,Pemangkat,ID,2020-05-06 03:16:59,1.17,108.97,86.32,70,52,7.54
438,Keningau,MY,2020-05-06 03:16:59,5.34,116.16,87.8,74,20,3.36
439,Oranjemund,NA,2020-05-06 03:17:00,-28.55,16.43,61.3,51,57,4.81
440,Fort Nelson,CA,2020-05-06 03:17:00,58.81,-122.7,46.4,93,75,5.82
441,Neyshabur,IR,2020-05-06 03:17:00,36.21,58.8,69.96,31,0,2.91
442,Altamira,BR,2020-05-06 03:17:01,-3.2,-52.21,74.25,98,100,2.26
443,Fairbanks,US,2020-05-06 03:17:01,64.84,-147.72,59.0,28,75,3.94
444,Tessalit,ML,2020-05-06 03:17:01,20.2,1.01,83.08,22,0,4.72
445,Lafiagi,NG,2020-05-06 03:17:02,8.87,5.42,81.64,64,0,4.18
446,Belmonte,BR,2020-05-06 03:17:02,-15.86,-38.88,77.0,69,40,9.17
447,Aklavik,CA,2020-05-06 03:17:02,68.22,-135.01,30.2,92,90,6.93
448,Kamaishi,JP,2020-05-06 03:17:02,39.27,141.88,55.4,71,75,12.75
449,Zabol,AF,2020-05-06 03:17:03,32.25,67.25,63.79,29,0,3.89
450,Lianzhou,CN,2020-05-06 03:17:03,24.78,112.38,88.99,63,32,5.41
451,Nanakuli,US,2020-05-06 03:17:03,21.39,-158.15,84.2,51,20,8.05
452,San Vicente,AR,2020-05-06 03:17:04,-26.62,-54.13,61.45,100,94,3.69
453,Half Moon Bay,US,2020-05-06 03:17:04,37.46,-122.43,61.0,77,5,11.41
454,Disraeli,CA,2020-05-06 03:17:04,45.9,-71.35,41.0,65,90,2.24
455,Abeche,TD,2020-05-06 03:17:05,13.83,20.83,87.48,13,50,23.53
456,Sulina,RO,2020-05-06 03:17:05,45.16,29.65,54.66,82,8,7.56
457,Tura,IN,2020-05-06 03:17:06,25.52,90.22,81.9,67,57,3.96
458,Imbituba,BR,2020-05-06 03:17:06,-28.24,-48.67,66.2,93,98,2.24
459,Brigantine,US,2020-05-06 03:17:07,39.41,-74.36,55.4,62,90,4.7
460,Vao,NC,2020-05-06 03:12:29,-22.67,167.48,71.65,73,100,26.33
461,Talaya,RU,2020-05-06 03:17:07,61.38,152.75,28.58,94,100,22.88
462,Cururupu,BR,2020-05-06 03:14:22,-1.83,-44.87,76.14,96,96,4.03
463,Lac-Au-Saumon,CA,2020-05-06 03:17:07,48.42,-67.35,39.2,98,75,10.29
464,Tamesis,CO,2020-05-06 03:17:08,5.66,-75.71,62.6,88,75,3.36
465,Atar,MR,2020-05-06 03:17:08,20.52,-13.05,80.56,16,0,5.5
466,Concarneau,FR,2020-05-06 03:17:08,47.88,-3.92,51.8,100,90,3.36
467,Santiago,CL,2020-05-06 03:13:40,-33.46,-70.65,60.8,51,0,2.24
468,San Rafael,AR,2020-05-06 03:17:08,-34.62,-68.33,46.85,54,0,3.98
469,Longyearbyen,SJ,2020-05-06 03:17:09,78.22,15.64,30.2,68,40,24.16
470,Luwuk,ID,2020-05-06 03:17:09,-0.95,122.79,86.79,70,1,4.27
471,Kindu,CD,2020-05-06 03:17:09,-2.95,25.95,70.43,97,100,0.2
472,Leningradskiy,RU,2020-05-06 03:17:09,69.38,178.42,24.22,94,5,9.46
473,Snyder,US,2020-05-06 03:15:24,32.72,-100.92,66.2,29,1,5.82
474,Shelburne,CA,2020-05-06 03:17:10,44.08,-80.2,34.0,83,1,3.36
475,Daru,PG,2020-05-06 03:17:10,-9.08,143.21,81.48,73,70,15.5
476,Karanpura,IN,2020-05-06 03:17:10,29.1,75.09,93.47,23,0,10.36
477,Yanaul,RU,2020-05-06 03:17:11,56.27,54.93,56.89,62,1,9.22
478,Eydhafushi,MV,2020-05-06 03:17:11,5.1,73.07,84.83,81,98,12.39
479,Pocatello,US,2020-05-06 03:16:15,42.87,-112.45,64.4,23,1,8.05
480,Acapulco,MX,2020-05-06 03:17:12,16.86,-99.89,77.0,88,5,5.59
481,Lagoa,PT,2020-05-06 03:17:12,39.05,-27.98,61.83,85,95,16.91
482,Isangel,VU,2020-05-06 03:17:12,-19.55,169.27,71.6,94,90,6.93
483,Mahebourg,MU,2020-05-06 03:17:12,-20.41,57.7,73.4,94,75,3.36
484,Rogers,US,2020-05-06 03:17:13,36.37,-95.58,60.01,41,1,2.98
485,Berbera,SO,2020-05-06 03:17:13,10.44,45.01,85.44,75,86,6.6
486,General Roca,AR,2020-05-06 03:17:13,-39.03,-67.58,41.0,80,0,3.38
487,Qasigiannguit,GL,2020-05-06 03:17:13,68.82,-51.19,26.6,63,0,10.29
488,Thinadhoo,MV,2020-05-06 03:17:14,0.53,72.93,84.31,76,88,8.5
489,Nyaunglebin,MM,2020-05-06 03:17:14,17.95,96.73,95.7,44,0,5.95
490,Aden,YE,2020-05-06 03:14:29,12.78,45.04,84.87,76,87,18.03
491,Boca Do Acre,BR,2020-05-06 03:17:14,-8.75,-67.4,75.43,94,47,2.01
492,Micomeseng,GQ,2020-05-06 03:17:14,2.15,10.62,70.38,99,82,1.1
493,Luganville,VU,2020-05-06 03:17:15,-15.53,167.17,77.83,83,99,8.23
494,Ostrovnoy,RU,2020-05-06 03:17:15,68.05,39.51,34.5,87,5,20.24
495,Kikerino,RU,2020-05-06 03:17:15,59.47,29.63,39.2,86,20,4.47
496,Awbari,LY,2020-05-06 03:17:15,26.59,12.78,66.33,26,16,4.32
497,Tamsweg,AT,2020-05-06 03:17:16,47.13,13.81,41.0,92,67,5.59
498,Faya,SA,2020-05-06 03:17:16,18.39,42.45,62.6,93,62,2.06
499,Derbent,RU,2020-05-06 03:17:17,42.07,48.29,62.47,69,23,5.48
500,Ranong,TH,2020-05-06 03:14:14,9.97,98.63,89.6,70,20,3.36
501,Brewster,US,2020-05-06 03:15:58,41.4,-73.62,46.99,48,1,4.63
502,Kalmar,SE,2020-05-06 03:17:17,56.66,16.36,43.0,93,100,6.93
503,Banepa,NP,2020-05-06 03:17:17,27.63,85.52,64.4,82,20,2.24
504,Binika,IN,2020-05-06 03:17:18,21.03,83.8,95.72,39,1,5.46
505,Vredendal,ZA,2020-05-06 03:13:17,-31.67,18.5,61.75,35,100,2.64
506,Revda,RU,2020-05-06 03:17:18,56.8,59.93,55.4,58,41,7.25
507,Sayyan,YE,2020-05-06 03:17:19,15.17,44.32,60.4,68,54,2.1
508,Alta Floresta,BR,2020-05-06 03:17:19,-9.88,-56.09,73.71,96,100,3.71
509,Airai,TL,2020-05-06 03:17:19,-8.93,125.41,73.76,80,31,3.74
510,Saint Anthony,US,2020-05-06 03:12:55,45.02,-93.22,55.0,34,90,2.35
511,Jurilovca,RO,2020-05-06 03:17:19,44.77,28.87,50.0,87,72,2.24
512,Cayenne,GF,2020-05-06 03:17:20,4.93,-52.33,82.4,78,75,13.87
513,Comodoro Rivadavia,AR,2020-05-06 03:17:20,-45.87,-67.5,48.2,70,0,10.29
514,Asau,RO,2020-05-06 03:17:20,46.43,26.4,44.01,88,100,1.21
515,Hasaki,JP,2020-05-06 03:17:20,35.73,140.83,63.0,93,75,6.93
516,Burnie,AU,2020-05-06 03:17:20,-41.07,145.92,62.01,67,100,5.99
517,Cody,US,2020-05-06 03:17:21,44.53,-109.06,54.0,34,1,4.7
518,Owensboro,US,2020-05-06 03:17:21,37.77,-87.11,53.6,81,1,5.82
519,Nantucket,US,2020-05-06 03:14:38,41.28,-70.1,44.01,87,1,3.6
520,Teguldet,RU,2020-05-06 03:17:21,57.31,88.17,45.82,58,93,9.44
521,Mersing,MY,2020-05-06 03:17:21,2.43,103.84,84.2,83,20,3.36
522,Port Keats,AU,2020-05-06 03:17:22,-14.25,129.55,87.28,31,82,6.76
523,Ponta Delgada,PT,2020-05-06 03:17:22,37.73,-25.67,60.8,82,75,9.17
524,Dombarovskiy,RU,2020-05-06 03:17:22,50.76,59.54,57.13,49,0,7.76
525,Port Macquarie,AU,2020-05-06 03:13:06,-31.43,152.92,73.0,63,46,4.41
526,Hofn,IS,2020-05-06 03:17:22,64.25,-15.21,47.34,52,92,10.65
527,Santa Ines,BR,2020-05-06 03:17:22,-3.67,-45.38,74.23,96,76,1.45
528,Bodden Town,KY,2020-05-06 03:17:23,19.28,-81.25,82.0,76,100,5.01
529,Raga,SS,2020-05-06 03:17:23,8.46,25.68,74.16,82,100,4.9
530,Apozol,MX,2020-05-06 03:17:23,21.48,-103.1,77.9,39,62,13.78
531,Namatanai,PG,2020-05-06 03:17:23,-3.67,152.43,85.3,63,95,3.33
532,Ilheus,BR,2020-05-06 03:17:24,-14.79,-39.05,72.7,85,9,3.2
533,Dubreka,GN,2020-05-06 03:17:24,9.79,-13.52,79.25,84,50,0.22
534,Chikwawa,MW,2020-05-06 03:17:24,-16.03,34.8,63.12,91,29,0.92
535,Puerto Colombia,CO,2020-05-06 03:17:12,10.99,-74.95,82.4,83,27,12.75
536,Gobabis,NA,2020-05-06 03:17:25,-22.45,18.97,57.25,37,0,10.49
537,Nivala,FI,2020-05-06 03:17:25,63.92,24.97,37.0,70,100,3.0
538,Uige,AO,2020-05-06 03:17:25,-7.61,15.06,69.46,91,100,2.98
539,Lisala,CD,2020-05-06 03:17:25,2.15,21.52,71.1,97,100,1.19
540,Kanniyakumari,IN,2020-05-06 03:17:26,8.08,77.57,86.38,68,9,6.96
541,Escondido,US,2020-05-06 03:12:58,33.12,-117.09,75.99,68,1,4.7
542,Voyvozh,RU,2020-05-06 03:17:26,62.89,54.96,43.83,94,100,2.73
543,Sept-Iles,CA,2020-05-06 03:17:26,50.2,-66.38,42.8,41,40,6.93
544,Anaconda,US,2020-05-06 03:17:26,46.13,-112.94,55.4,26,1,9.17
545,Kroya,ID,2020-05-06 03:17:27,-7.63,109.25,81.1,83,100,1.86
546,Markova,UA,2020-05-06 03:17:27,48.68,24.41,34.81,88,16,6.58
547,Carlsbad,US,2020-05-06 03:17:27,33.16,-117.35,72.0,93,1,5.82
548,Panzhihua,CN,2020-05-06 03:17:28,26.59,101.71,79.0,33,0,1.01
549,Pilibanga,IN,2020-05-06 03:17:28,29.49,74.08,92.26,25,0,8.39
550,Talcahuano,CL,2020-05-06 03:17:28,-36.72,-73.12,51.8,76,14,6.93
551,Dunedin,NZ,2020-05-06 03:14:06,-45.87,170.5,56.35,64,90,6.06
552,Tiznit,MA,2020-05-06 03:17:28,29.58,-9.5,63.72,62,11,0.78
553,Fukue,JP,2020-05-06 03:17:28,32.69,128.84,69.8,77,40,17.22
554,Witu,KE,2020-05-06 03:17:29,-2.39,40.44,76.8,91,100,8.97
555,The Valley,AI,2020-05-06 03:17:29,18.22,-63.06,82.4,74,20,10.29
556,Kalmunai,LK,2020-05-06 03:17:29,7.42,81.82,86.2,70,38,4.7
557,Tshikapa,CD,2020-05-06 03:17:29,-6.42,20.8,70.09,89,47,3.44
558,Erzin,TR,2020-05-06 03:17:29,36.96,36.2,60.01,90,57,1.79
559,Serenje,ZM,2020-05-06 03:17:30,-13.23,30.24,52.52,97,59,7.0
560,Gat,IL,2020-05-06 03:17:01,31.61,34.76,63.0,79,11,13.27
561,Innisfail,AU,2020-05-06 03:17:30,-17.53,146.03,73.98,83,39,13.94
562,Kamina,CD,2020-05-06 03:17:30,-8.74,24.99,64.85,81,99,4.36
563,Naze,JP,2020-05-06 03:17:30,28.37,129.48,73.4,94,75,5.82
564,Xintai,CN,2020-05-06 03:17:30,35.9,117.75,75.79,42,0,12.5
565,Turhal,TR,2020-05-06 03:17:31,40.39,36.08,50.0,93,40,2.17
566,Baiao,BR,2020-05-06 03:17:31,-2.79,-49.67,74.26,98,100,2.53
567,Yar-Sale,RU,2020-05-06 03:17:31,66.83,70.83,34.61,99,100,11.07
568,Ust-Ilimsk,RU,2020-05-06 03:17:31,58.0,102.66,35.56,91,100,7.58
569,Khovu-Aksy,RU,2020-05-06 03:17:31,51.13,93.6,38.86,64,29,9.95
570,Luan,CH,2020-05-06 03:17:32,46.36,6.98,51.8,100,3,1.12
571,Shakawe,BW,2020-05-06 03:17:32,-18.37,21.85,59.43,42,0,7.0
572,Ullapool,GB,2020-05-06 03:17:10,57.9,-5.16,35.01,90,21,1.48
573,Husavik,IS,2020-05-06 03:17:33,66.04,-17.34,42.8,48,1,16.11
574,Balaipungut,ID,2020-05-06 03:17:33,1.05,101.28,84.49,72,99,3.74
575,Tokur,RU,2020-05-06 03:17:33,53.13,132.9,47.88,47,0,6.73
576,Porto Torres,IT,2020-05-06 03:17:33,40.84,8.4,62.01,93,33,3.36
577,Arman,RU,2020-05-06 03:17:34,59.7,150.17,39.79,66,100,22.21
578,Fernandopolis,BR,2020-05-06 03:17:34,-20.28,-50.25,67.19,81,100,2.04
579,Susangerd,IR,2020-05-06 03:17:34,31.56,48.18,84.2,37,75,9.17
580,Srivardhan,IN,2020-05-06 03:17:34,18.03,73.02,86.61,68,0,2.28
581,Kudahuvadhoo,MV,2020-05-06 03:17:35,2.67,72.89,83.73,77,82,12.15
582,Antsohihy,MG,2020-05-06 03:17:35,-14.88,47.99,70.95,83,6,3.36
583,Quatre Cocos,MU,2020-05-06 03:13:39,-20.21,57.76,73.99,94,75,3.36
584,Nacala,MZ,2020-05-06 03:17:35,-14.54,40.67,71.35,90,8,10.51
585,Paso De Carrasco,UY,2020-05-06 03:17:36,-34.86,-56.05,55.4,66,75,17.22
586,Kieta,PG,2020-05-06 03:17:36,-6.22,155.63,84.94,60,78,3.65
587,Kaeo,NZ,2020-05-06 03:17:36,-35.1,173.78,61.0,51,5,11.01
588,Te Anau,NZ,2020-05-06 03:17:36,-45.42,167.72,55.49,61,71,5.95
589,Yaan,NG,2020-05-06 03:17:36,7.38,8.57,79.54,79,0,8.5
